query-id	corpus-id	score
0001558370-24-014874_16.png-1	0001558370-24-014874_16.png	1
LSE_HWDN_2023_95.png-3	LSE_HWDN_2023_95.png	1
LSE_HWDN_2020_58.png-3	LSE_HWDN_2020_58.png	1
0001471265-24-000009_94.png-2	0001471265-24-000009_94.png	1
NASDAQ_TLF_2020_37.png-3	NASDAQ_TLF_2020_37.png	1
0001558370-24-014874_16.png-3	0001558370-24-014874_16.png	1
NASDAQ_SRCE_2022_82.png-4	NASDAQ_SRCE_2022_82.png	1
NASDAQ_ARCB_2020_74.png-4	NASDAQ_ARCB_2020_74.png	1
NASDAQ_SRCE_2023_57.png-3	NASDAQ_SRCE_2023_57.png	1
NASDAQ_AMBC_2020_129.png-2	NASDAQ_AMBC_2020_129.png	1
NASDAQ_AMBC_2022_96.png-6	NASDAQ_AMBC_2022_96.png	1
AIM_CRW_2020_71.png-5	AIM_CRW_2020_71.png	1
Financial Times Europe - 27 August 2024_1.png-6	Financial Times Europe - 27 August 2024_1.png	1
Financial Times UK - 15.08.2024_13.png-4	Financial Times UK - 15.08.2024_13.png	1
AIM_CRW_2022_134.png-4	AIM_CRW_2022_134.png	1
Financial Times Europe - 30 May 2024_12.png-2	Financial Times Europe - 30 May 2024_12.png	1
AIM_CRW_2023_128.png-1	AIM_CRW_2023_128.png	1
NASDAQ_AMBC_2022_130.png-4	NASDAQ_AMBC_2022_130.png	1
NASDAQ_SRCE_2021_82.png-4	NASDAQ_SRCE_2021_82.png	1
LSE_HWDN_2022_105.png-1	LSE_HWDN_2022_105.png	1
AIM_CRW_2020_74.png-1	AIM_CRW_2020_74.png	1
LSE_HWDN_2022_101.png-5	LSE_HWDN_2022_101.png	1
LSE_HWDN_2023_61.png-3	LSE_HWDN_2023_61.png	1
NASDAQ_TLF_2021_32.png-2	NASDAQ_TLF_2021_32.png	1
NASDAQ_AMBC_2021_96.png-1	NASDAQ_AMBC_2021_96.png	1
LSE_HWDN_2022_87.png-4	LSE_HWDN_2022_87.png	1
AIM_CRW_2023_138.png-2	AIM_CRW_2023_138.png	1
NASDAQ_SRCE_2021_77.png-2	NASDAQ_SRCE_2021_77.png	1
Financial Times Europe - 28 June 2024_10.png-3	Financial Times Europe - 28 June 2024_10.png	1
NASDAQ_AMBC_2020_157.png-5	NASDAQ_AMBC_2020_157.png	1
NASDAQ_SRCE_2022_108.png-3	NASDAQ_SRCE_2022_108.png	1
NASDAQ_AMBC_2023_67.png-2	NASDAQ_AMBC_2023_67.png	1
AIM_CRW_2020_86.png-3	AIM_CRW_2020_86.png	1
AIM_CRW_2022_113.png-3	AIM_CRW_2022_113.png	1
NASDAQ_AMBC_2023_23.png-2	NASDAQ_AMBC_2023_23.png	1
NASDAQ_AMBC_2020_67.png-3	NASDAQ_AMBC_2020_67.png	1
NASDAQ_AMBC_2020_160.png-2	NASDAQ_AMBC_2020_160.png	1
NASDAQ_AMBC_2020_70.png-1	NASDAQ_AMBC_2020_70.png	1
PDF Solutions Reports First Quarter 2022 Results_8.png-2	PDF Solutions Reports First Quarter 2022 Results_8.png	1
NASDAQ_SRCE_2023_73.png-3	NASDAQ_SRCE_2023_73.png	1
LSE_HWDN_2021_27.png-5	LSE_HWDN_2021_27.png	1
Financial Times UK - 12.10.2024_21.png-2	Financial Times UK - 12.10.2024_21.png	1
NASDAQ_AMBC_2021_155.png-2	NASDAQ_AMBC_2021_155.png	1
NASDAQ_AMBC_2022_61.png-2	NASDAQ_AMBC_2022_61.png	1
AIM_CRW_2022_96.png-2	AIM_CRW_2022_96.png	1
PDF Solutions Reports First Quarter 2023 Results_7.png-3	PDF Solutions Reports First Quarter 2023 Results_7.png	1
NASDAQ_SRCE_2021_39.png-2	NASDAQ_SRCE_2021_39.png	1
NASDAQ_SRCE_2022_76.png-5	NASDAQ_SRCE_2022_76.png	1
NASDAQ_AMBC_2022_51.png-2	NASDAQ_AMBC_2022_51.png	1
NASDAQ_ARCB_2021_76.png-3	NASDAQ_ARCB_2021_76.png	1
AIM_CRW_2021_91.png-3	AIM_CRW_2021_91.png	1
NASDAQ_SRCE_2023_34.png-2	NASDAQ_SRCE_2023_34.png	1
NASDAQ_AMBC_2021_77.png-2	NASDAQ_AMBC_2021_77.png	1
0001558370-24-011600_7.png-5	0001558370-24-011600_7.png	1
Financial Times Europe - 30 May 2024_11.png-3	Financial Times Europe - 30 May 2024_11.png	1
AIM_CRW_2022_138.png-1	AIM_CRW_2022_138.png	1
NASDAQ_AMBC_2023_74.png-3	NASDAQ_AMBC_2023_74.png	1
LSE_HWDN_2020_84.png-3	LSE_HWDN_2020_84.png	1
AIM_CRW_2022_128.png-2	AIM_CRW_2022_128.png	1
AIM_CRW_2022_99.png-2	AIM_CRW_2022_99.png	1
NASDAQ_SRCE_2021_44.png-2	NASDAQ_SRCE_2021_44.png	1
NASDAQ_SRCE_2023_97.png-3	NASDAQ_SRCE_2023_97.png	1
NASDAQ_AMBC_2023_123.png-1	NASDAQ_AMBC_2023_123.png	1
NASDAQ_SRCE_2023_95.png-3	NASDAQ_SRCE_2023_95.png	1
NASDAQ_AMBC_2021_58.png-1	NASDAQ_AMBC_2021_58.png	1
AIM_CRW_2023_91.png-3	AIM_CRW_2023_91.png	1
NASDAQ_AMBC_2021_102.png-2	NASDAQ_AMBC_2021_102.png	1
Financial Times Europe - 30 April 2024_1.png-3	Financial Times Europe - 30 April 2024_1.png	1
NASDAQ_SRCE_2023_98.png-5	NASDAQ_SRCE_2023_98.png	1
LSE_HWDN_2020_76.png-1	LSE_HWDN_2020_76.png	1
AIM_CRW_2023_144.png-3	AIM_CRW_2023_144.png	1
NASDAQ_AMBC_2022_54.png-4	NASDAQ_AMBC_2022_54.png	1
NASDAQ_AMBC_2022_96.png-5	NASDAQ_AMBC_2022_96.png	1
LSE_HWDN_2022_105.png-2	LSE_HWDN_2022_105.png	1
NASDAQ_SRCE_2021_77.png-4	NASDAQ_SRCE_2021_77.png	1
NASDAQ_AMBC_2021_103.png-6	NASDAQ_AMBC_2021_103.png	1
Financial Times Europe - 28 June 2024_12.png-1	Financial Times Europe - 28 June 2024_12.png	1
AIM_CRW_2022_57.png-1	AIM_CRW_2022_57.png	1
NASDAQ_AMBC_2020_132.png-3	NASDAQ_AMBC_2020_132.png	1
AIM_CRW_2022_99.png-3	AIM_CRW_2022_99.png	1
NASDAQ_SRCE_2023_98.png-6	NASDAQ_SRCE_2023_98.png	1
Financial Times Europe - 28 June 2024_11.png-3	Financial Times Europe - 28 June 2024_11.png	1
NASDAQ_AMBC_2023_91.png-5	NASDAQ_AMBC_2023_91.png	1
NASDAQ_AMBC_2022_113.png-8	NASDAQ_AMBC_2022_113.png	1
NASDAQ_AMBC_2020_68.png-4	NASDAQ_AMBC_2020_68.png	1
Financial Times Europe - 27 April 2024_16.png-3	Financial Times Europe - 27 April 2024_16.png	1
2022年全球经济展望+（英文版）_143.png-3	2022年全球经济展望+（英文版）_143.png	1
FATF：2024年萨尔瓦多打击洗钱和恐怖主义融资的措施报告（英文版）_150.png-3	FATF：2024年萨尔瓦多打击洗钱和恐怖主义融资的措施报告（英文版）_150.png	1
Incrementum：2024年10月每月金罗盘报告（英文版）_5.png-2	Incrementum：2024年10月每月金罗盘报告（英文版）_5.png	1
GSMA：2024年全球移动货币行业状况深度研究报告（英文版）_11.png-2	GSMA：2024年全球移动货币行业状况深度研究报告（英文版）_11.png	1
世界银行：2024年国际债务报告（英文版）_206.png-2	世界银行：2024年国际债务报告（英文版）_206.png	1
Financial Times Europe - 28 June 2024_3.png-3	Financial Times Europe - 28 June 2024_3.png	1
Corporate-flexibility-in-a-time-of-crisis_2022_Journal-of-Financial-Economic_11.png-1	Corporate-flexibility-in-a-time-of-crisis_2022_Journal-of-Financial-Economic_11.png	1
LSE_HWDN_2023_25.png-3	LSE_HWDN_2023_25.png	1
Financial Times UK - 13 January 2024_9.png-2	Financial Times UK - 13 January 2024_9.png	1
LSE_HWDN_2022_56.png-3	LSE_HWDN_2022_56.png	1
PROXY Print Set FINAL (no blank pages) pdfs_Current_Folio_Proxy_tmbsf_v3_F_67.png-3	PROXY Print Set FINAL (no blank pages) pdfs_Current_Folio_Proxy_tmbsf_v3_F_67.png	1
NASDAQ_AMBC_2022_5.png-3	NASDAQ_AMBC_2022_5.png	1
NASDAQ_AMBC_2023_16.png-3	NASDAQ_AMBC_2023_16.png	1
NASDAQ_AAON_2021_10.png-3	NASDAQ_AAON_2021_10.png	1
From-employee-to-entrepreneur--The-role-of-unem_2025_Journal-of-Financial-Ec_4.png-2	From-employee-to-entrepreneur--The-role-of-unem_2025_Journal-of-Financial-Ec_4.png	1
AIM_CRW_2023_34.png-3	AIM_CRW_2023_34.png	1
FINAL PROOF for Online Posting PDFS_2024ProxyStatement No blank pages_77.png-3	FINAL PROOF for Online Posting PDFS_2024ProxyStatement No blank pages_77.png	1
LSE_HWDN_2020_37.png-4	LSE_HWDN_2020_37.png	1
Competition--Product-differentiation-and-Crises--Evid_2024_Journal-of-Financ_4.png-3	Competition--Product-differentiation-and-Crises--Evid_2024_Journal-of-Financ_4.png	1
Arbitrage-based-recovery_2025_Journal-of-Financial-Economics_11.png-2	Arbitrage-based-recovery_2025_Journal-of-Financial-Economics_11.png	1
FInancial Times UK - 9.10.2024_22.png-3	FInancial Times UK - 9.10.2024_22.png	1
LSE_HWDN_2022_18.png-3	LSE_HWDN_2022_18.png	1
Report_ China's SMEs gain vitality, resilience - Chinadaily.com.cn_5.png-2	Report_ China's SMEs gain vitality, resilience - Chinadaily.com.cn_5.png	1
